"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"3782";3782;"NHL 08";"X360";"2007";"Action";"Electronic Arts";0,22;0,01;0;0,02;0,25;85;44;8,2;44;"EA Canada";"E10+";0;152
"3783";3783;"WipEout Fusion";"PS2";"2002";"Racing";"Sony Computer Entertainment";0,12;0,1;0;0,03;0,25;83;21;8,5;43;"Studio Liverpool";"E";0;6
"3784";3784;"Prison Break: The Conspiracy";"PS3";"2010";"Action";"Deep Silver";0,05;0,15;0;0,05;0,25;42;33;3,9;20;"ZootFly";"T";0;2
"3785";3785;"NHL 06";"XB";"2005";"Sports";"Electronic Arts";0,19;0,05;0;0,01;0,25;79;35;8,4;18;"EA Canada";"E10+";0;152
"3786";3786;"Anno 2205";"PC";"2015";"Strategy";"Ubisoft";0,02;0,22;0;0,02;0,25;72;45;6;278;"Blue Byte";"E10+";0;5
"3787";3787;"Ultimate Fighting Championship";"PS";"2000";"Fighting";"Ubisoft";0,14;0,09;0;0,02;0,25;53;6;7,4;16;"Opus";"T";0;8
"3788";3788;"XIII";"XB";"2003";"Shooter";"Ubisoft";0,16;0,08;0;0,01;0,25;74;38;8,3;15;"Southend Interactive";"M";0;1
"3789";3789;"Up";"PS3";"2009";"Action";"THQ";0,15;0,06;0;0,03;0,25;65;5;6,5;4;"Heavy Iron Studios";"E10+";0;20
"3790";3790;"Michael Jackson: The Experience";"DS";"2010";"Misc";"Ubisoft";0,21;0,02;0;0,02;0,25;64;5;6,6;5;"Ubisoft";"E10+";0;106
"3791";3791;"MotoGP '07";"X360";"2007";"Racing";"THQ";0,23;0;0;0,02;0,25;78;20;6,9;11;"Climax Group, Climax Studios";"E";0;8
"3792";3792;"Cars";"X360";"2006";"Racing";"THQ";0,22;0,01;0;0,02;0,25;65;16;7,2;8;"Rainbow Studios";"E";0;26
"3793";3793;"Hatsune Miku: Project Diva F 2nd";"PS3";"2014";"Misc";"Sega";0,09;0,03;0,1;0,03;0,25;78;15;8,8;49;"Sega";"T";0;32
"3794";3794;"Madagascar: Escape 2 Africa";"X360";"2008";"Action";"Activision";0,12;0,1;0;0,03;0,25;62;23;6,8;NA;"Toys for Bob";"E10+";0;18
"3795";3795;"Need for Speed Rivals";"PC";"2013";"Racing";"Electronic Arts";0,04;0,19;0;0,02;0,25;76;16;3,3;546;"Ghost Games";"E10+";0;5
"3796";3796;"The Mummy: Tomb of the Dragon Emperor";"PS2";"2008";"Action";"Vivendi Games";0,12;0,1;0;0,03;0,25;38;7;6,8;6;"Eurocom Entertainment Software";"T";0;40
"3797";3797;"Def Jam Vendetta";"GC";"2003";"Fighting";"Electronic Arts";0,19;0,05;0;0,01;0,25;81;22;8,3;8;"Aki Corp.";"T";0;7
"3798";3798;"The Sims 2";"XB";"2005";"Simulation";"Electronic Arts";0,19;0,05;0;0,01;0,25;75;31;7,1;8;"Maxis";"T";0;42
"3799";3799;"Spider-Man: Web of Shadows";"Wii";"2008";"Action";"Activision";0,22;0,01;0;0,02;0,25;63;20;6,9;13;"Treyarch, Shaba Games";"T";1;4
"3800";3800;"The Bureau: XCOM Declassified";"PS3";"2013";"Shooter";"Take-Two Interactive";0,08;0,13;0;0,04;0,25;69;22;6,8;79;"2K Marin";"M";0;6
"3801";3801;"World Series Baseball 2K3";"PS2";"2003";"Sports";"Sega";0,12;0,1;0;0,03;0,25;87;21;8,7;19;"Blue Shift";"E";0;3
"3802";3802;"Tony Hawk's Proving Ground";"Wii";"2007";"Sports";"Activision";0,22;0,01;0;0,02;0,25;57;8;6,2;19;"Page 44 Studios";"T";0;10
"3803";3803;"Indiana Jones and the Staff of Kings";"PSP";"2009";"Action";"Activision";0,11;0,09;0;0,05;0,25;63;10;7,6;17;"Amaze";"T";0;1
"3804";3804;"The Outfit";"X360";"2006";"Action";"THQ";0,21;0,02;0;0,02;0,25;70;52;7,6;48;"Relic";"M";0;14
"3805";3805;"Don King Presents: Prizefighter";"X360";"2008";"Sports";"Take-Two Interactive";0,14;0,08;0;0,02;0,25;56;45;6,4;29;"Venom Games";"T";0;5
"3806";3806;"Devil Kings";"PS2";"2005";"Action";"Capcom";0,03;0,03;0,18;0,01;0,25;64;27;7,2;12;"Capcom";"T";0;128
"3807";3807;"Bolt";"X360";"2008";"Adventure";"Disney Interactive Studios";0,18;0,05;0;0,02;0,25;57;18;7,1;7;"Avalanche Software";"E10+";0;16
"3808";3808;"Spider-Man: Edge of Time";"X360";"2011";"Action";"Activision";0,18;0,05;0;0,02;0,25;57;50;7;33;"Beenox";"T";0;19
"3809";3809;"L.A. Noire: The Complete Edition";"PC";"2011";"Adventure";"Take-Two Interactive";0,08;0,13;0;0,03;0,25;83;28;7,9;903;"Rockstar Leeds";"M";1;9
"3810";3810;"Dynasty Warriors 6";"PS2";"2008";"Action";"Tecmo Koei";0,12;0,09;0;0,03;0,25;43;7;5,7;14;"Koei, Omega Force";"T";0;7
"3811";3811;"America's Army: Rise of a Soldier";"XB";"2005";"Shooter";"Ubisoft";0,19;0,05;0;0,01;0,25;70;19;7,4;21;"Secret Level";"T";0;8
"3812";3812;"Grandia";"PS";"1999";"Role-Playing";"Ubisoft";0,14;0,09;0;0,02;0,25;89;14;7,1;77;"Game Arts";"E";0;12
"3813";3813;"Pirates of the Caribbean: The Legend of Jack Sparrow";"PS2";"2006";"Adventure";"Ubisoft";0,12;0,09;0;0,03;0,25;51;32;7,5;13;"7 Studios";"T";0;12
"3814";3814;"Ed, Edd n Eddy: The Mis-Edventures";"GC";"2005";"Platform";"Midway Games";0,19;0,05;0;0,01;0,25;55;4;7,9;10;"Artificial Mind and Movement";"E";0;34
"3815";3815;"Armored Core 4";"X360";"2007";"Simulation";"505 Games";0,19;0,01;0,03;0,02;0,25;65;31;7,2;31;"From Software";"T";0;41
"3816";3816;"SBK Superbike World Championship";"PS3";"2008";"Racing";"Black Bean Games";0,12;0,11;0;0,02;0,25;59;7;6,1;8;"Milestone S.r.l";"E10+";0;19
"3817";3817;"Indiana Jones and the Staff of Kings";"DS";"2009";"Action";"Activision";0,16;0,07;0;0,02;0,25;50;5;6,8;11;"LucasArts";"T";0;21
"3818";3818;"X-Men Origins: Wolverine";"Wii";"2009";"Action";"Activision";0,19;0,04;0;0,02;0,25;53;8;6,1;10;"Amaze Entertainment";"T";0;18
"3819";3819;"Disgaea 2: Dark Hero Days";"PSP";"2009";"Role-Playing";"Nippon Ichi Software";0,1;0,01;0,12;0,02;0,25;83;33;7,4;47;"Nippon Ichi Software";"T";0;22
"3820";3820;"Major League Baseball 2K7";"PS3";"2007";"Sports";"Spike";0,23;0;0;0,02;0,25;74;19;4,7;7;"Kush Games";"E";0;18
"3821";3821;"Final Fantasy XI: Chains of Promathia";"PS2";"2004";"Role-Playing";"Square Enix";0,12;0,09;0;0,03;0,25;77;13;8,2;10;"Square Enix";"T";0;40
"3822";3822;"The Chronicles of Riddick: Assault on Dark Athena";"PS3";"2009";"Shooter";"Vivendi Games";0,12;0,09;0;0,04;0,25;80;45;7,7;40;"Starbreeze";"M";0;11
"3823";3823;"X-Men Legends II: Rise of Apocalypse";"GC";"2005";"Role-Playing";"Activision";0,19;0,05;0;0,01;0,25;82;34;6,2;26;"Raven Software";"T";0;16
"3824";3824;"TV Superstars";"PS3";"2010";"Misc";"Sony Computer Entertainment";0,07;0,12;0;0,05;0,25;56;17;4,9;8;"SCE Studio Cambridge";"E";0;3
"3825";3825;"Family Guy: Back to the Multiverse";"X360";"2012";"Action";"Activision";0,14;0,09;0;0,02;0,25;39;28;5;51;"Heavy Iron Studios";"M";0;20
"3826";3826;"Ninja Gaiden 3";"X360";"2012";"Action";"Tecmo Koei";0,16;0,05;0,03;0,02;0,25;58;39;4,4;136;"Team Ninja";"M";0;17
"3827";3827;"Sid Meier's Civilization VI";"PC";"2016";"Strategy";"Take-Two Interactive";0,09;0,13;0;0,02;0,25;88;81;7,1;684;"Firaxis Games";"E10+";0;13
"3828";3828;"Sword Art Online: Lost Song";"PS4";"2015";"Role-Playing";"Namco Bandai Games";0,1;0,11;0;0,04;0,25;63;32;6,2;60;"Bandai Namco Games, Artdink";"T";0;2
"3829";3829;"NBA Courtside 2002";"GC";"2002";"Sports";"Nintendo";0,19;0,05;0;0,01;0,25;71;18;7,4;7;"Left Field Productions";"E";0;5
"3830";3830;"F1 2015";"XOne";"2015";"Racing";"Codemasters";0,08;0,15;0;0,02;0,25;64;13;5,3;22;"Codemasters";"E";0;58
"3831";3831;"Sly Cooper: Thieves in Time";"PSV";"2013";"Platform";"Sony Computer Entertainment Europe";0,13;0,06;0;0,06;0,25;75;15;8,2;148;"Sanzaru Games";"E10+";0;7
"3832";3832;"Digimon World: Data Squad";"PS2";"2006";"Role-Playing";"Namco Bandai Games";0,12;0,09;0;0,03;0,24;43;12;8;20;"Bec";"E10+";0;5
"3833";3833;"Hitman: Absolution";"PC";"2012";"Action";"Square Enix";0,03;0,17;0;0,04;0,24;79;26;7,1;1327;"Io Interactive, Nixxes Software";"M";0;1
"3834";3834;"Stella Glow";"3DS";"2015";"Role-Playing";"Atlus";0,16;0,01;0,05;0,02;0,24;79;32;8,4;82;"Image Epoch, Imageepoch";"T";0;9
"3835";3835;"Racquet Sports";"Wii";"2010";"Sports";"Ubisoft";0,13;0,09;0;0,02;0,24;51;8;8,6;15;"Asobo Studio";"E";0;12
"3836";3836;"Trials Fusion";"XOne";"2014";"Racing";"Ubisoft";0,12;0,1;0;0,02;0,24;80;28;7,1;158;"RedLynx";"E10+";0;4
"3837";3837;"Mega Man X Collection";"PS2";"N/A";"Misc";"Unknown";0,12;0,09;0;0,03;0,24;73;23;8,8;14;"Capcom";"E";0;128
"3838";3838;"Far Cry Instincts Predator";"X360";"2006";"Shooter";"Ubisoft";0,2;0,03;0;0,02;0,24;78;46;6,2;80;"Ubisoft Montreal";"M";0;88
"3839";3839;"Onechanbara Z2: Chaos";"PS4";"2014";"Action";"Nippon Ichi Software";0,14;0,03;0,04;0,04;0,24;57;40;6,9;72;"Tamsoft, D3Publisher";"M";0;1
"3840";3840;"Skylanders SWAP Force";"3DS";"2013";"Platform";"Activision";0,1;0,12;0;0,02;0,24;68;12;6,4;13;"n-Space";"E10+";0;13
"3841";3841;"Army Men: Sarge's Heroes 2";"PS";"2000";"Shooter";"3DO";0,14;0,09;0;0,02;0,24;48;8;7;7;"3DO";"T";0;17
"3842";3842;"MLB";"PSP";"2005";"Sports";"Sony Computer Entertainment";0,23;0;0;0,02;0,24;80;26;7,9;18;"989 Sports";"E";0;12
"3843";3843;"Skylanders: SuperChargers";"XOne";"2015";"Action";"Activision";0,17;0,05;0;0,02;0,24;76;15;5,5;17;"Vicarious Visions";"E10+";0;60
"3844";3844;"Ys: Memories of Celceta";"PSV";"2012";"Action";"Nihon Falcom Corporation";0,1;0,01;0,1;0,04;0,24;82;56;8,8;237;"Falcom";"T";0;9
"3845";3845;"Britney's Dance Beat";"PS2";"2002";"Misc";"THQ";0,12;0,09;0;0,03;0,24;63;20;5;20;"Metro Graphics";"E";0;1
"3846";3846;"Vexx";"PS2";"2003";"Platform";"Acclaim Entertainment";0,12;0,09;0;0,03;0,24;63;20;8;11;"Acclaim Studios Austin";"T";0;4
"3847";3847;"Samurai Warriors 4";"PS4";"2014";"Action";"Tecmo Koei";0,08;0,07;0,06;0,03;0,24;76;31;7,7;74;"Omega Force";"T";0;69
"3848";3848;"Ace Combat: Assault Horizon Legacy";"3DS";"2011";"Simulation";"Namco Bandai Games";0,1;0,06;0,08;0,01;0,24;71;37;7,8;26;"Project Aces";"T";0;6
"3849";3849;"TimeSplitters: Future Perfect";"PS2";"2005";"Shooter";"Electronic Arts";0,12;0,09;0;0,03;0,24;84;39;8,8;117;"Free Radical Design";"M";0;11
"3850";3850;"Dynasty Warriors Next";"PSV";"2011";"Action";"Tecmo Koei";0,05;0,06;0,11;0,02;0,24;67;35;7,5;73;"Koei";"T";0;29
"3851";3851;"Harvest Moon: Magical Melody";"GC";"2005";"Simulation";"Ubisoft";0,19;0,05;0;0,01;0,24;83;14;8,8;44;"Marvelous";"E";0;4
"3852";3852;"Genma Onimusha";"XB";"2002";"Action";"Capcom";0,14;0,04;0,05;0,01;0,24;83;27;8,6;10;"Capcom";"M";0;128
"3853";3853;"DK: King of Swing";"GBA";"2005";"Platform";"Nintendo";0,17;0,06;0;0;0,24;70;30;5;6;"Paon Corporation";"E";0;5
"3854";3854;"Turning Point: Fall of Liberty";"PS3";"2008";"Shooter";"Codemasters";0,21;0,01;0;0,02;0,24;42;28;5,5;33;"Spark Unlimited";"T";0;10
"3855";3855;"Homefront";"PC";"2011";"Shooter";"THQ";0,11;0,1;0;0,03;0,24;70;36;5,6;531;"Digital Extremes";"M";0;9
"3856";3856;"Corvette";"XB";"2003";"Racing";"TDK Mediactive";0,18;0,05;0;0,01;0,24;53;4;8,6;12;"Steel Monkeys";"E";0;2
"3857";3857;"Percy Jackson and the Olympians: The Lightning Thief";"DS";"2010";"Role-Playing";"Activision";0,22;0,01;0;0,02;0,24;56;6;6,9;12;"Griptonite Games";"E10+";0;23
"3858";3858;"Fuel";"PS3";"2009";"Racing";"Codemasters";0,08;0,11;0;0,04;0,24;67;44;7,4;36;"Asobo Studio";"E";0;12
"3859";3859;"NBA Live 10";"PSP";"2009";"Sports";"Electronic Arts";0,21;0;0,01;0,02;0,24;64;4;4,2;10;"EA Canada";"E";0;152
"3860";3860;"Burnout 2: Point of Impact";"XB";"2003";"Racing";"Acclaim Entertainment";0,18;0,05;0;0,01;0,24;88;23;5,1;23;"Criterion Games";"E";0;24
"3861";3861;"Super Monkey Ball Deluxe";"PS2";"2005";"Misc";"Sega";0,12;0,09;0;0,03;0,24;78;25;7,8;13;"Sega";"E";0;32
"3862";3862;"Kill.Switch";"XB";"2003";"Shooter";"Namco Bandai Games";0,18;0,05;0;0,01;0,24;75;26;8;7;"Namco";"T";0;56
"3863";3863;"BioShock 2";"PC";"N/A";"Shooter";"Take-Two Interactive";0,02;0,19;0;0,04;0,24;88;36;8;1247;"2K Marin";"M";0;6
"3864";3864;"Lunar: Silver Star Harmony";"PSP";"2009";"Role-Playing";"GungHo";0,19;0;0,03;0,02;0,24;80;26;7,7;47;"Game Arts";"T";0;12
"3865";3865;"Peter Jackson's King Kong: The Official Game of the Movie";"GC";"2005";"Action";"Ubisoft";0,19;0,05;0;0,01;0,24;81;30;8,3;8;"Ubisoft Montpellier";"T";0;19
"3866";3866;"Dancing With The Stars";"Wii";"2007";"Misc";"Activision";0,22;0;0;0,02;0,24;42;5;6,2;5;"Zoe Mode";"E10+";0;8
"3867";3867;"The Simpsons: Road Rage";"GC";"2001";"Racing";"Electronic Arts";0,19;0,05;0;0,01;0,24;67;16;7,7;12;"Radical Entertainment";"T";0;34
"3868";3868;"Dynasty Warriors 7";"X360";"2011";"Action";"Tecmo Koei";0,16;0,06;0;0,02;0,24;58;22;8;46;"Omega Force";"T";0;69
"3869";3869;"Total War: Attila";"PC";"2015";"Strategy";"Sega";0,09;0,13;0;0,02;0,24;80;66;7,4;520;"Creative Assembly";"T";0;20
"3870";3870;"Azurik: Rise of Perathia";"XB";"2001";"Action";"Microsoft Game Studios";0,18;0,05;0;0,01;0,24;52;26;8,5;14;"Adrenium";"T";0;4
"3871";3871;"Dragon Ball Z: Sagas";"XB";"2005";"Fighting";"Atari";0,18;0,05;0;0,01;0,24;51;11;6,1;8;"Avalanche Software";"T";0;16
"3872";3872;"AC/DC LIVE: Rock Band Track Pack";"PS3";"2008";"Misc";"MTV Games";0,21;0,01;0;0,02;0,24;60;12;5,3;14;"Harmonix Music Systems";"T";0;32
"3873";3873;"Crash Tag Team Racing";"PSP";"2005";"Racing";"Vivendi Games";0,16;0,05;0;0,03;0,24;68;9;7,3;25;"Radical Entertainment";"E10+";0;34
"3874";3874;"Asura's Wrath";"X360";"2012";"Action";"Capcom";0,15;0,06;0,01;0,02;0,24;71;54;6,6;131;"CyberConnect2";"T";0;22
"3875";3875;"Harvest Moon: Another Wonderful Life";"GC";"2004";"Role-Playing";"Marvelous Interactive";0,19;0,05;0;0,01;0,24;70;12;8,5;60;"Marvelous";"E";0;4
"3876";3876;"Final Fantasy Fables: Chocobo Tales";"DS";"2006";"Adventure";"Ubisoft";0,1;0,01;0,12;0,01;0,24;75;42;7,3;28;"h.a.n.d. Inc.";"E";0;6
"3877";3877;"NCAA College Basketball 2K3";"PS2";"2002";"Sports";"Sega";0,12;0,09;0;0,03;0,24;83;17;8;6;"Kush Games";"E";0;18
"3878";3878;"NHL 17";"XOne";"2016";"Sports";"Electronic Arts";0,2;0,01;0;0,03;0,24;77;23;4;38;"EA Canada, EA Vancouver";"E10+";0;2
"3879";3879;"Bakugan: Battle Brawlers";"X360";"2009";"Action";"Activision";0,2;0,02;0;0,02;0,24;60;16;5,2;9;"Now Production";"E";0;10
"3880";3880;"Fantastic 4";"GC";"2005";"Action";"Activision";0,19;0,05;0;0,01;0,24;61;32;4;6;"7 Studios";"T";0;12
"3881";3881;"Tony Hawk's American Sk8land";"GBA";"2005";"Sports";"Activision";0,17;0,06;0;0;0,24;64;7;5,4;5;"Vicarious Visions";"E";0;60
"3882";3882;"Singularity";"PS3";"N/A";"Shooter";"Unknown";0,17;0,04;0,01;0,03;0,24;77;48;7,7;100;"Raven Software";"M";0;16
"3883";3883;"Metro 2033";"PC";"2010";"Shooter";"THQ";0;0,19;0;0,05;0,24;81;40;8,1;1472;"4A Games";"M";0;3
"3884";3884;"Valhalla Knights";"PSP";"2006";"Role-Playing";"Rising Star Games";0,15;0;0,07;0,01;0,24;53;29;6,3;15;"K2 LLC";"E10+";0;6
"3885";3885;"The Adventures of Tintin: The Game";"X360";"2011";"Action";"Ubisoft";0,07;0,13;0;0,03;0,24;63;35;6,4;12;"Ubisoft Montpellier";"E10+";0;19
"3886";3886;"Etrian Mystery Dungeon";"3DS";"2015";"Role-Playing";"Nippon Ichi Software";0,09;0,01;0,13;0,01;0,24;77;44;7,8;49;"Spike Chunsoft";"E10+";0;10
"3887";3887;"Zumba Fitness: World Party";"XOne";"2013";"Misc";"Majesco Entertainment";0,17;0,05;0;0,02;0,24;73;5;6,2;40;"Zoe Mode";"E";0;8
"3888";3888;"Luminous Arc";"DS";"2007";"Role-Playing";"Rising Star Games";0,16;0;0,06;0,01;0,24;70;25;7,1;24;"Image Epoch, Imageepoch";"T";0;9
"3889";3889;"4x4 EVO 2";"XB";"2001";"Racing";"Gathering of Developers";0,18;0,05;0;0,01;0,24;59;15;6,2;5;"Terminal Reality";"E";0;21
"3890";3890;"Grand Theft Auto";"GBA";"2004";"Action";"Take-Two Interactive";0,17;0,06;0;0;0,24;68;33;7;23;"Digital Eclipse";"M";0;16
"3891";3891;"Avalon Code";"DS";"2008";"Role-Playing";"Rising Star Games";0,11;0;0,12;0,01;0,24;71;29;7,4;13;"Matrix Software, Marvelous Entertainment";"E10+";0;1
"3892";3892;"Dreamcast Collection";"X360";"2011";"Misc";"Sega";0,16;0,06;0;0,02;0,24;53;31;5;10;"Sega";"T";0;32
"3893";3893;"Resident Evil Archives: Resident Evil Zero";"Wii";"2008";"Action";"Capcom";0,13;0,03;0,06;0,01;0,24;62;17;8,2;37;"Capcom";"M";0;128
"3894";3894;"Rocket League";"XOne";"2016";"Sports";"505 Games";0,05;0,17;0;0,02;0,24;87;22;8,3;194;"Psyonix";"E";0;3
"3895";3895;"My Street";"PS2";"2003";"Misc";"Sony Computer Entertainment";0,12;0,09;0;0,03;0,24;46;21;3,6;14;"Idol Minds";"E";0;3
"3896";3896;"Spider-Man: Shattered Dimensions";"Wii";"2010";"Action";"Activision";0,12;0,09;0;0,02;0,24;75;13;7,7;15;"Beenox";"T";0;19
"3897";3897;"Ghost Rider";"PSP";"2007";"Action";"Take-Two Interactive";0,22;0;0;0,02;0,24;49;17;5,7;13;"Climax Group";"T";0;26
"3898";3898;"Shadow Hearts: Covenant";"PS2";"2004";"Role-Playing";"Midway Games";0,12;0,09;0;0,03;0,24;85;49;8,9;54;"Nautilus";"T";0;2
"3899";3899;"X-Men: Destiny";"PS3";"2011";"Action";"Activision";0,14;0,07;0;0,03;0,24;50;33;4,9;37;"Silicon Knights";"T";0;7
"3900";3900;"Driver '76";"PSP";"2007";"Racing";"Ubisoft";0,03;0,14;0;0,07;0,24;57;28;7,7;18;"Sumo Digital";"M";0;17
"3901";3901;"Harry Potter and the Order of the Phoenix";"PS3";"2007";"Action";"Electronic Arts";0,18;0,03;0;0,03;0,24;67;35;4,6;25;"EA Games";"E10+";0;24
"3902";3902;"Midway Arcade Treasures: Extended Play";"PSP";"2005";"Misc";"Midway Games";0,21;0;0;0,02;0,24;63;24;7,8;8;"Digital Eclipse";"M";0;16
"3903";3903;"Dynasty Warriors 6 Empires";"X360";"2009";"Action";"Tecmo Koei";0,16;0,01;0,04;0,02;0,24;59;24;7,3;28;"Omega Force";"T";0;69
"3904";3904;"The Testament of Sherlock Holmes";"PS3";"2012";"Adventure";"Focus Home Interactive";0,05;0,14;0;0,04;0,24;65;16;7,4;34;"Frogwares";"M";0;6
"3905";3905;"FIFA World Cup Germany 2006";"XB";"2006";"Sports";"Electronic Arts";0,18;0,05;0;0,01;0,24;77;22;8,4;9;"EA Canada";"E";0;152
"3906";3906;"NBA Live 14";"PS4";"2013";"Sports";"Electronic Arts";0,15;0,05;0;0,04;0,24;43;25;2,6;175;"EA Sports";"E";0;146
"3907";3907;"G.I. Joe: The Rise of Cobra";"X360";"2009";"Action";"Electronic Arts";0,17;0,05;0;0,02;0,24;42;59;4,7;22;"Double Helix Games";"T";0;19
"3908";3908;"Game of Thrones";"PS3";"2012";"Role-Playing";"Focus Home Interactive";0,1;0,1;0;0,03;0,24;53;14;5,5;81;"Cyanide, Cyanide Studios";"M";0;3
"3909";3909;"LEGO Marvel's Avengers";"WiiU";"2016";"Action";"Warner Bros. Interactive Entertainment";0,12;0,1;0;0,02;0,24;69;4;6,8;15;"TT Games";"E10+";0;43
"3910";3910;"PDC World Championship Darts 2008";"Wii";"2008";"Sports";"Oxygen Interactive";0,02;0,21;0;0,01;0,24;51;18;5,4;7;"Oxygen Interactive";"E10+";0;1
"3911";3911;"X-Men: Destiny";"X360";"2011";"Action";"Activision";0,18;0,04;0;0,02;0,24;47;51;5;72;"Silicon Knights";"T";0;7
"3912";3912;"Pro Evolution Soccer 2014";"X360";"2013";"Action";"Konami Digital Entertainment";0,07;0,15;0;0,02;0,24;80;23;4,2;113;"Konami";"E";0;103
"3913";3913;"Pure Futbol";"PS3";"2010";"Sports";"Ubisoft";0,06;0,13;0;0,04;0,24;46;12;7,5;30;"Ubisoft Vancouver";"E";0;4
"3914";3914;"Afro Samurai";"X360";"2009";"Action";"Atari";0,16;0,05;0;0,02;0,24;65;70;6,2;57;"Namco Bandai Games America, Namco Bandai Games";"M";0;7
"3915";3915;"Ar tonelico Qoga: Knell of Ar Ciel";"PS3";"2010";"Role-Playing";"Tecmo Koei";0,08;0,01;0,13;0,01;0,24;61;27;5,5;101;"Gust";"M";0;13
"3916";3916;"NASCAR 08";"PS2";"2007";"Racing";"Electronic Arts";0,12;0,09;0;0,03;0,24;56;9;8,3;9;"EA Tiburon";"E";0;88
"3917";3917;"Broken Sword: Shadow of the Templars - The Director's Cut";"Wii";"2009";"Adventure";"Ubisoft";0,11;0,1;0;0,02;0,24;74;29;8,1;14;"Revolution Software";"T";0;5
"3918";3918;"Divinity II: Ego Draconis";"X360";"2009";"Role-Playing";"DTP Entertainment";0,18;0,04;0;0,02;0,24;62;37;6,3;36;"Larian Studios";"M";0;5
"3919";3919;"Birds of Steel";"PS3";"2012";"Simulation";"Konami Digital Entertainment";0,1;0,08;0,02;0,03;0,23;73;27;8;18;"Gaijin Entertainment";"T";0;11
"3920";3920;"DC Universe Online";"PC";"2011";"Role-Playing";"Sony Online Entertainment";0,16;0,06;0;0,02;0,23;72;27;6,8;243;"WBIE";"T";0;2
"3921";3921;"Bakugan: Battle Brawlers";"PS3";"2009";"Action";"Activision";0,19;0,03;0;0,02;0,23;63;10;8,2;5;"Now Production";"E";0;10
"3922";3922;"Naruto: Path of the Ninja 2";"DS";"2006";"Role-Playing";"Takara Tomy";0,22;0;0;0,02;0,23;62;18;7,5;6;"TOSE";"E10+";0;34
"3923";3923;"Karaoke Revolution Volume 2";"PS2";"2004";"Misc";"Konami Digital Entertainment";0,11;0,09;0;0,03;0,23;76;26;7;4;"Harmonix Music Systems";"E";0;32
"3924";3924;"Prince of Persia: The Forgotten Sands";"Wii";"2010";"Action";"Ubisoft";0,1;0,11;0;0,02;0,23;77;24;8,1;31;"Ubisoft Quebec";"T";0;12
"3925";3925;"Disney's A Christmas Carol";"DS";"2009";"Adventure";"Disney Interactive Studios";0,21;0,01;0;0,02;0,23;66;7;6,4;4;"Sumo Digital";"E";0;17
"3926";3926;"NBA Live 15";"PS4";"2014";"Sports";"Electronic Arts";0,16;0,04;0;0,04;0,23;59;24;5,6;86;"EA Sports";"E";0;146
"3927";3927;"NASCAR Thunder 2004";"XB";"2003";"Racing";"Electronic Arts";0,18;0,05;0;0,01;0,23;85;14;9,1;15;"EA Games";"E";0;24
"3928";3928;"Buffy the Vampire Slayer";"XB";"2002";"Action";"Electronic Arts";0,18;0,05;0;0,01;0,23;79;30;9,1;31;"Double Helix Games";"T";0;19
"3929";3929;"Harry Potter and the Goblet of Fire";"XB";"2005";"Action";"Electronic Arts";0,18;0,05;0;0,01;0,23;68;26;5,8;10;"Electronic Arts";"E10+";0;68
"3930";3930;"Sands of Destruction";"DS";"2008";"Role-Playing";"Sega";0,09;0;0,13;0,01;0,23;63;20;7,9;18;"Image Epoch, Imageepoch";"T";0;9
"3931";3931;"Harry Potter and the Goblet of Fire";"DS";"2005";"Action";"Electronic Arts";0,2;0,01;0;0,02;0,23;68;15;6;6;"Magic Pockets";"E";0;8
"3932";3932;"Viva Pinata: Party Animals";"X360";"2007";"Misc";"Microsoft Game Studios";0,19;0,02;0;0,02;0,23;56;42;6;18;"Krome Studios";"E";0;24
"3933";3933;"World Series Baseball";"XB";"2002";"Sports";"Sega";0,17;0,05;0;0,01;0,23;85;20;8,8;6;"Blueshift";"E";0;1
"3934";3934;"Test Drive: Eve of Destruction";"PS2";"2004";"Racing";"Atari";0,11;0,09;0;0,03;0,23;73;34;8,8;23;"Monster Games Inc.";"T";0;7
"3935";3935;"Dynasty Warriors: Gundam Reborn";"PS3";"2013";"Action";"Tecmo Koei";0;0;0,23;0;0,23;64;35;7,5;25;"Omega Force";"T";0;69
"3936";3936;"Hatsune Miku: Project Diva f";"PSV";"2012";"Misc";"Sega";0;0;0,23;0;0,23;81;10;8;90;"Sega";"T";0;32
"3937";3937;"The Legend of Heroes: Trails of Cold Steel";"PSV";"2013";"Role-Playing";"Nippon Ichi Software";0,05;0,02;0,14;0,02;0,23;77;20;7,5;132;"Falcom";"T";0;9
"3938";3938;"Jeremy McGrath Supercross World";"PS2";"2001";"Racing";"Acclaim Entertainment";0,11;0,09;0;0,03;0,23;35;9;3,4;16;"Acclaim";"T";0;25
"3939";3939;"The Scorpion King: Rise of the Akkadian";"PS2";"2002";"Action";"Universal Interactive";0,11;0,09;0;0,03;0,23;47;12;7,2;6;"VU Games";"T";0;1
"3940";3940;"The Club";"PS3";"2008";"Shooter";"Sega";0,14;0,07;0;0,03;0,23;72;42;6,1;15;"Bizarre Creations";"M";0;10
"3941";3941;"Meteos";"DS";"2005";"Puzzle";"Nintendo";0,15;0,01;0,06;0,01;0,23;88;49;7,6;164;"Q Entertainment";"E";0;7
